community_name,room_area,room_decoration,room_direction,room_floor,room_location,room_type,room_year,title,unti_price
南秀村7号,65,平层/其他,东南,高楼层/共18层,鼓楼,2室1厅,1992年建/板塔结合,采光好视野足 南大宿舍环境好 鼓楼地铁口两房,40549

天润城第十二街区,70,平层/精装,南,高楼层/共18层,浦口,2室1厅,2012年建/板塔结合,采光充足，视野宽阔，地理位置好。,24650

御水湾花园,106,平层/精装,南 北,低楼层/共6层,秦淮,3室2厅,2005年建/板楼,御水湾花园 低楼层 采光好 精装修 拎包入住,37392

21世纪国际公寓,82,平层/其他,南 西南,高楼层/共31层,江宁,2室2厅,2011年建/塔楼,小龙湾地铁站 百家湖 金鹰 太阳城 户型方正,33669

来凤里,52,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1997年建/板楼,来凤里 中间楼层 南北通透两房 满五年,28100

天地新城天琴座,115,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2004年建/板塔结合,岔路口 精装三房 中间楼层 采光无遮挡,22539

万达紫金明珠,84,平层/精装,南 北,低楼层/共9层,秦淮,2室2厅,2005年建/板楼,此房带40平方大院子 ，精装修，拎包入住,31291

江南文枢苑竹削馆,211,其他,南 北,上叠别墅/共4层,江宁,5室2厅,2006年建/暂无数据,省级园林，环境优美，露台40平方南北通透业主急售。,16983

金陵御沁园,197,跃层/其他,南 北,高楼层/共19层,鼓楼,5室2厅,2004年建/板塔结合,金陵御沁园 满五年 新出电梯顶跃带露台,33432

南大和园,93,平层/精装,南 北,低楼层/共6层,栖霞,3室2厅,2009年建/板楼,位置好 带院子 诚心出售 满五唯一,37408

石鼓路,83,平层/其他,南,低楼层/共7层,秦淮,3室1厅,1990年建/板塔结合,石鼓路小区 省中医院 低楼层 赠14平阳光房 2号线地铁,33171

天地新城天心座,97,平层/其他,南,低楼层/共6层,江宁,2室2厅,2006年建/板塔结合,天地新城 天心座 毛坯大两房 楼层好 采光不挡,22318

天润城第十街区,82,平层/精装,南 北,低楼层/共11层,浦口,2室1厅,2009年建/板楼,精装修，拎包入住  阳光采光充足,23296

迈皋桥街79号,61,平层/毛坯,南 北,中楼层/共5层,栖霞,3室1厅,1998年建/板塔结合,迈皋桥街 双南一北三房 配套成熟 刚需迈皋桥和燕路,26791

四方新村四村,61,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,2000年建/板塔结合,此房满五年唯一，房屋格局好，位置好，可拎包入住,27447

江南青年城绯云苑,131,平层/精装,南 北,中楼层/共5层,江宁,3室2厅,2005年建/板楼,江南青年城  满五唯一  南北通透 户型方正 中间楼层,20961

万达西地二期,80,平层/其他,南,低楼层/共29层,建邺,2室2厅,2010年建/板塔结合,万达西地两房 婚装房 精装修 满两年,45534

金基汇锦国际,48,跃层/精装,南 北,中楼层/共12层,建邺,2室2厅,2009年建/板塔结合,南北通透 居住舒适  挑高两层 业主居家装修,58223

威尼斯水城第一街区,107,平层/精装,南 北,低楼层/共11层,浦口,3室2厅,2015年建/板楼,威尼斯水城一街区 带装修三房 正常出售,22851

清河新寓一村,61,平层/其他,南 北,高楼层/共7层,鼓楼,2室1厅,1998年建/板塔结合,此房视野开阔，看房方便，全明通透，西边户,74286

爱涛漪水园荣晖轩,127,平层/简装,南 北,低楼层/共6层,江宁,3室2厅,2004年建/板楼,无抵押贷款 满五年 中间楼层 采光充足,24575

爱涛漪水园荣晖轩,220,跃层/精装,南 北,高楼层/共6层,江宁,5室2厅,2004年建/板楼,百家湖  精装跃层  环境好  税费少 采光足 拎包入住,26277

银城西堤国际六区,140,平层/精装,南 北,高楼层/共18层,建邺,4室2厅,2010年建/板楼,视野好 新城双施教区 业主诚心出售 西堤六区四房,58333

浦东花园,177,跃层/简装,南 北,高楼层/共11层,浦口,4室2厅,2003年建/板楼,总价低 格局好  高楼层采光好 户型通透,16589

武夷绿洲赏桂苑,65,精装,南 北,低楼层/共6层,江宁,2室2厅,2005年建/板楼,武夷绿洲赏桂苑 采光充足 交通便利 配套齐全,29991

瑞金北村,164,错层/精装,南 北,中楼层/共9层,秦淮,4室2厅,2001年建/板楼,瑞金北村  精装大四房  带电梯中间楼层  有车位好停车,46900

邮政世纪花园,112,跃层/精装,南 北,高楼层/共7层,鼓楼,5室2厅,1999年建/板塔结合,金陵汇文不占 中间楼层 南北通透 采光不挡 业主诚卖房,59894

鸿意星城,92,平层/精装,南 北,中楼层/共10层,秦淮,2室1厅,2007年建/板楼,鸿意星城 中间大两房 电梯洋房 秦淮区 光华路,31032

同曦艺术家园,179,跃层/精装,南 北,高楼层/共11层,江宁,4室2厅,2007年建/板塔结合,此房满五年，精装修，户型通透，含赠送阁楼和阳光房。,29943

威尼斯水城第六街区,82,精装,南,高楼层/共18层,浦口,2室2厅,2005年建/板楼,威尼斯水城精装两房业主诚心出售,22997

亚东城西区,107,精装,南 北,中楼层/共11层,栖霞,3室1厅,2009年建/板楼,南北通透格局  楼层好 采光充足无遮挡 户型方正,37120

天印花园,68,平层/精装,南 北,高楼层/共6层,江宁,2室1厅,2000年建/板楼,双卧朝南次卧带阳台厨房和卫生间带有独立窗户,27872

丹佛小镇,72,其他,南 北,低楼层/共11层,江宁,2室2厅,2009年建/板楼,房屋居家精装修 小区楼间距大 楼龄新 业主诚心卖房,26845

绒庄新村,54,平层/毛坯,南,低楼层/共7层,秦淮,2室1厅,1988年建/板楼,满五年唯一新街口张府园低楼层地铁房,31395

中电颐和家园一期,78,平层/简装,南 北,高楼层/共11层,玄武,2室2厅,2009年建/塔楼,南北通透 电梯房 环境好 采光充足,37288

明月港湾旭日湾,102,简装,南 北,低楼层/共6层,江宁,3室2厅,2002年建/板楼,岔路口 明月港湾 多层小三房 南北通透 业主诚售,26045

天地花园,63,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1996年建/板楼,月牙湖 石门坎 光华门 中间楼层 位置好 户型方正,25863

东井村50号,48,平层/毛坯,东 南 北,高楼层/共6层,栖霞,2室1厅,2017年建/塔楼,总价低 楼层好 视野宽阔 采光充足,24226

和府奥园,75,平层/精装,南,中楼层/共16层,建邺,2室1厅,2011年建/板楼,河西奥体 精装两房 户型方正 楼层采光好 业主诚心,49170

金马郦城西区,56,跃层/精装,西南,低楼层/共3层,建邺,2室1厅,2005年建/板楼,满5年 挑高两层 17年20万装修 送家具家电 万科物业,44110

腾飞园,80,平层/简装,南 北,低楼层/共6层,鼓楼,3室1厅,1996年建/板楼,腾飞园 一楼带院子 大三房 位置好 采光好,38952

天润城第四街区,87,平层/简装,南 北,高楼层/共6层,浦口,2室2厅,2006年建/板楼,南北通透 采光无遮挡 配套成熟,19989

弓箭坊小区,75,平层/其他,南 西,高楼层/共30层,秦淮,2室1厅,1999年建/塔楼,三山街地铁 电梯两房 满五年且唯一 采光好 拎包入住,27904

鼓教新村,67,平层/简装,南,低楼层/共7层,鼓楼,2室1厅,1998年建/板楼,阳光好 视野开阔 低楼层 朝南,32073

德盈大厦,41,跃层/其他,北,中楼层/共21层,建邺,1室1厅,2006年建/板楼,万达广场 集庆门地铁7口 德盈大厦 挑高  可做两房,44280

南湾营融康苑,65,平层/其他,南 北,中楼层/共6层,栖霞,2室1厅,2005年建/板楼,刚需两房 中间楼层 双卧朝南 南北通透 得房率高,23353

银河湾花园,93,平层/精装,南 北,中楼层/共9层,江宁,2室2厅,2008年建/板塔结合,南北通透大两房 采光充足 户型方正,22730

天润城第十六街区南区,98,平层/精装,南 北,高楼层/共18层,浦口,3室1厅,2014年建/板楼,新小区 环境优雅 装修好 省心省力 采光充足,23197

新庄花园,144,平层/简装,南 北,中楼层/共7层,玄武,4室2厅,2000年建/板塔结合,新庄花园 大平层 户型正  采光很好 电梯安装中,28366

威尼斯水城第七街区,143,平层/简装,南 北,低楼层/共21层,浦口,3室2厅,2007年建/板楼,满5年 采光好 中间楼层 客厅2卧朝南,20200

滨江奥城静思苑,130,平层/精装,南 北,低楼层/共18层,建邺,3室2厅,2006年建/板塔结合,满五年 采光好 视野好 南北通透 交通便利 电梯房,44197

御河新村,55,简装,南 北,高楼层/共7层,秦淮,2室1厅,1998年建/板塔结合,瑞金路 解放南路 尚书巷菜场 御河新村,37365

滨江奥城听雨苑,121,平层/其他,南 北,高楼层/共5层,建邺,3室2厅,2005年建/板楼,南北通透 采光无遮挡 大三房 居家装修,44592

天地新城天琴座,96,错层/简装,南 北,低楼层/共6层,江宁,2室2厅,2004年建/板塔结合,业主诚售 采光不挡 南北通透 拎包入住两居室,23894

金川门小区,57,精装,南,高楼层/共7层,鼓楼,3室1厅,2001年建/板塔结合,此房两南一北 装修不错 采光无忧,31169

蓝旗新村,73,平层/简装,南 北,中楼层/共7层,秦淮,3室1厅,1983年建/板楼,蓝旗新村 3室1厅 210万,28494

鼎业花苑,78,平层/精装,南 北,中楼层/共6层,浦口,2室1厅,2006年建/板楼,中间楼层 无遮挡 采光好 生活配套齐全,24223

威尼斯水城第一街区,94,平层/精装,南 北,中楼层/共11层,浦口,3室1厅,2005年建/板楼,南北户型 电梯房 采光通风好 精装修,22884

定淮门6号,82,平层/毛坯,南 北,中楼层/共6层,鼓楼,3室1厅,1996年建/板楼,定淮门6号  低楼层  税费少  全明户型,31546

五所村小区,64,平层/简装,南 北,中楼层/共7层,鼓楼,3室0厅,1998年建/板楼,满五年 居家装修 拎包入住 采光不档,27727

天地新城天琴座,95,跃层/其他,南 北,高楼层/共6层,江宁,3室2厅,2004年建/板塔结合,满5年 只有契税  阁楼面积大  实地使用面积大,25232

兴贤佳园尚贤苑,53,平层/简装,南 北,高楼层/共6层,栖霞,2室1厅,2004年建/板楼,此房满五唯一 两房中等装修 玄武区 交通便利 视野好,25892

奥体新城翠杉园,150,平层/精装,南 北,低楼层/共11层,建邺,3室2厅,2007年建/板楼,翠杉园满五年，精装修大三房，户型方正，不临街,49673

来凤里,71,平层/精装,南 北,高楼层/共8层,秦淮,2室1厅,1997年建/板楼,三山街地铁 来凤里 南北通透 居家装修 满五年,27875

华富园,155,精装,南 北,低楼层/共8层,鼓楼,4室1厅,1998年建/板楼,福建路 四房 装修独特 一楼 全明户型 三牌楼商圈,32119

钟阜路小区,78,简装,南 北,中楼层/共6层,鼓楼,2室2厅,1988年建/板塔结合,钟阜路小区 中间楼层 东边户 全明户型 采光不挡,26403

话园,62,平层/其他,南 北,高楼层/共6层,建邺,2室1厅,1994年建/板楼,满五省税 双南户型 全明通透 精装修 配套齐全,30574

金陵新六村,65,平层/简装,东 南,中楼层/共7层,鼓楼,2室1厅,1995年建/板楼,金陵小区 高楼层 居家装修 满五 配套齐全 业主诚售,23723

锁金六村,55,平层/简装,南 北,低楼层/共6层,玄武,2室1厅,1992年建/板楼,锁金村 板仓街 满五年 配套成熟 一楼带院子 双卧朝南,35851

新庄花园,144,平层/简装,南 北,中楼层/共7层,玄武,4室2厅,2000年建/板塔结合,新庄花园 大平层 户型正  采光很好 电梯安装中,28366

铁匠营,62,精装,南 北,高楼层/共7层,玄武,2室1厅,1998年建/板楼,下马坊 满五年 采光足 配套齐 交通便利业主诚售环境优,28054

百家湖西花园伦敦城,79,平层/精装,南,低楼层/共18层,江宁,2室1厅,2006年建/板塔结合,百家湖西花园伦敦城 精装经典两房户型 拎包入住,30915

新城市广场,58,简装,西 西北 北,高楼层/共18层,鼓楼,2室1厅,2005年建/塔楼,边户，视野和采光都不错，4号地铁口,47162

紫鑫中华广场,112,平层/精装,南 北,中楼层/共18层,建邺,3室2厅,2005年建/板楼,紫鑫中华广场 奥体北门 南北通透 精装3房 楼层好 边户,44973

北晨雅居,87,精装,南 北,低楼层/共11层,江宁,2室2厅,2010年建/板楼,精装两房 采光充足 无个税增值税,21122

林景瑞园,74,精装,南 北,中楼层/共11层,栖霞,3室1厅,2006年建/板塔结合,和燕路 林景瑞园 复式挑高 使用面积大,45340

香榭里,120,平层/其他,南 北,低楼层/共6层,鼓楼,3室2厅,2003年建/板楼,居家精装修 可拎包入住 楼层适中,47267

阳光里,76,平层/精装,南 北,高楼层/共7层,秦淮,3室1厅,2001年建/板楼,大明路 洪家园 满五年 精装三房 中间位置,29378

天地新城天心座,116,精装,南 北,低楼层/共6层,江宁,3室2厅,2006年建/板塔结合,配套成熟 采光充足 交通便利 环境好,23533

盘龙山庄,85,简装,南,高楼层/共6层,浦口,2室1厅,2005年建/板楼,此房装修好，户型好，采光好，交通便利，生活舒适,17495

万达西地二期,70,平层/精装,西 北,高楼层/共28层,建邺,2室2厅,2009年建/板塔结合,此房满二年、配套完善、交通便利、业主诚售,41643

明月港湾翠堤湾,105,平层/精装,南 北,高楼层/共6层,江宁,3室2厅,2004年建/板楼,明月港湾 楼层好 居家三房 南北通透 三房两卫 诚售,26111

康定里,70,平层/简装,南 北,中楼层/共7层,玄武,3室1厅,2002年建/板楼,康定里 三房 双南一北 户型方正 采光充足,39661

金虹花园,109,平层/精装,南 北,高楼层/共6层,建邺,3室2厅,2003年建/板楼,满五年无个税 精装修 有5平米地下室 南北通透 大三房,34737

金基唐城,142,精装,南,低楼层/共28层,建邺,4室2厅,2005年建/板楼,精装修 金基蓝钻  四房 两卫 大平层 莫愁湖,44199

宁工新寓二村,92,其他,南 北,中楼层/共7层,鼓楼,3室1厅,1998年建/板楼,宁工二村 三房 龙江地铁4号线,38201

水竹苑,154,平层/其他,南,高楼层/共17层,江宁,4室2厅,2005年建/板楼,湖畔水竹苑 优质湖景房 四房两厅 楼层适中,30057

武夷绿洲观竹苑,89,平层/精装,南,中楼层/共16层,江宁,2室2厅,2007年建/板楼,武夷绿洲观竹苑 满五年 配套完善,29057

双乐园小区,43,平层/简装,南 北,中楼层/共5层,秦淮,2室1厅,1987年建/板楼,双乐园 一南一北 低楼层  业主诚售 带车位,31964

明湖山庄,159,平层/简装,南 北,低楼层/共6层,秦淮,4室2厅,2000年建/板塔结合,明湖山庄小区中间非毛坯四房 带35左右平院子 月牙湖畔,38322

致和新村,60,平层/简装,南 北,中楼层/共7层,秦淮,2室1厅,1993年建/板楼,夫子庙地铁口 单价低 南北两房 有门禁 不临街 满五年,29753

旭光里,75,平层/精装,南 北,低楼层/共6层,秦淮,2室2厅,2006年建/板塔结合,满五年唯一 带架空储藏室 看房方便,35433

美达上河明苑,90,跃层/其他,南 北,高楼层/共11层,秦淮,4室2厅,2005年建/板楼,南部新城 大明路 秦虹路 生活方便 交通便捷,42383

康定里,70,平层/简装,南 北,中楼层/共7层,玄武,3室1厅,2002年建/板楼,康定里 户型方正 采光充足 环境好 配套成熟 交通便利,39892

迎江园,72,平层/其他,南 北,中楼层/共7层,鼓楼,2室1厅,1996年建/板楼,全明户型 南北通透 中间层 老式装修 干净清爽 采光好,58269

中商万豪,53,平层/精装,南,高楼层/共54层,鼓楼,1室1厅,2010年建/塔楼,满五，赤小五十中，不占，采光好，视野开阔,32076

月牙湖花园,120,平层/精装,南 北,中楼层/共5层,秦淮,3室2厅,1999年建/板楼,月牙湖 中间楼层 采光无遮挡 南北通透户型 交通便捷,34737

富贵山小区,78,平层/简装,南 北,中楼层/共6层,玄武,3室1厅,1982年建/板楼,双南一北大三房 采光充足 视野开阔 环境优雅,30399

樱铁村小区,72,简装,南 北,高楼层/共6层,玄武,3室1厅,1992年建/板楼,高楼层 采光好 配套成熟 交通便利 小三房,23866

中商万豪,65,平层/精装,北,高楼层/共54层,鼓楼,2室1厅,2010年建/塔楼,交通方便，出行方便，生活配套齐全,29231

怡景花园,65,平层/精装,西南,中楼层/共26层,鼓楼,2室1厅,1995年建/塔楼,永庆巷 五台山 峨嵋岭 拉萨路 精装 中等楼层 可上学,85120
